x,y,z,u,v,w
-19,-21,0,4.06251,-0.212478,0.318879
-18,-21,0,1.9004,-0.791719,0.0131536
-17,-21,0,0.748668,-0.843967,0.473099
-16,-21,0,-1.52129,0.531862,-0.0731676
-15,-21,0,-2.9953,-0.321064,0.345972
-14,-21,0,-3.67202,-0.859938,0.296098
-13,-21,0,-3.37225,-1.44281,0.136416
-12,-21,0,-2.95863,-1.89601,0.0692357
-11,-21,0,-0.264233,-1.78126,-0.164469
-10,-21,0,1.87715,-0.897273,0.588096
-9,-21,0,,,
-8,-21,0,,,
-7,-21,0,,,
-6,-21,0,,,
-5,-21,0,,,
-4,-21,0,,,
-3,-21,0,,,
-2,-21,0,,,
-1,-21,0,,,
0,-21,0,,,
1,-21,0,,,
2,-21,0,,,
3,-21,0,,,
4,-21,0,,,
5,-21,0,,,
6,-21,0,,,
7,-21,0,,,
8,-21,0,,,
9,-21,0,,,
10,-21,0,,,
11,-21,0,,,
12,-21,0,,,
13,-21,0,,,
14,-21,0,,,
15,-21,0,,,
16,-21,0,,,
17,-21,0,,,
18,-21,0,,,
19,-21,0,,,
20,-21,0,,,
21,-21,0,,,
22,-21,0,,,
23,-21,0,,,
24,-21,0,,,
25,-21,0,,,
-25,-20,0,10.5946,10.5704,0.0205672
-24,-20,0,10.3619,10.3147,0.0793604
-23,-20,0,9.632,9.81791,0.179234
-22,-20,0,8.07048,8.84375,0.384488
-21,-20,0,5.04631,6.3243,0.472885
-20,-20,0,4.73337,2.63451,0.637694
-19,-20,0,3.04657,0.855013,0.121568
-18,-20,0,,,
-17,-20,0,-1.51071,0.96856,-0.0207546
-16,-20,0,-2.73754,0.552815,-0.00168107
-15,-20,0,-3.45699,-0.575402,0.171337
-14,-20,0,-4.24349,-1.07843,0.0938011
-13,-20,0,-4.50223,-1.45085,-0.0322504
-12,-20,0,-3.91898,-1.99384,-0.385953
-11,-20,0,-0.555335,-2.35623,-0.693383
-10,-20,0,1.56924,-1.0144,-0.282867
-9,-20,0,-2.06907,-0.795089,-0.302336
-8,-20,0,-0.137008,-1.50071,-0.549003
-7,-20,0,,,
-6,-20,0,,,
-5,-20,0,,,
-4,-20,0,,,
-3,-20,0,,,
-2,-20,0,,,
-1,-20,0,,,
0,-20,0,,,
1,-20,0,,,
2,-20,0,,,
3,-20,0,,,
4,-20,0,,,
5,-20,0,,,
6,-20,0,,,
7,-20,0,,,
8,-20,0,,,
9,-20,0,,,
10,-20,0,,,
11,-20,0,,,
12,-20,0,,,
13,-20,0,,,
14,-20,0,,,
15,-20,0,,,
16,-20,0,,,
17,-20,0,,,
18,-20,0,,,
19,-20,0,,,
20,-20,0,,,
21,-20,0,,,
22,-20,0,,,
23,-20,0,,,
24,-20,0,,,
25,-20,0,,,
-25,-19,0,10.5984,10.6229,0.0190254
-24,-19,0,10.4171,10.6117,0.0753386
-23,-19,0,9.74695,10.5251,0.1805
-22,-19,0,7.99588,10.4521,0.402288
-21,-19,0,2.80768,11.986,0.220889
-20,-19,0,3.47809,1.39118,-1.02491
-19,-19,0,,,
-18,-19,0,,,
-17,-19,0,-0.302909,1.70936,-0.0577297
-16,-19,0,0.396458,0.378751,0.225613
-15,-19,0,-1.93006,-0.545564,0.079444
-14,-19,0,-3.09544,-0.850606,-0.198058
-13,-19,0,-3.73718,-1.37932,-0.553328
-12,-19,0,-4.36167,-2.55917,-0.553808
-11,-19,0,-0.70835,-1.7081,-0.614775
-10,-19,0,-1.7993,1.08415,-0.193576
-9,-19,0,0.798151,-0.0151088,-0.0867052
-8,-19,0,1.37674,-1.82993,-0.0688928
-7,-19,0,,,
-6,-19,0,,,
-5,-19,0,,,
-4,-19,0,,,
-3,-19,0,,,
-2,-19,0,,,
-1,-19,0,,,
0,-19,0,,,
1,-19,0,,,
2,-19,0,,,
3,-19,0,,,
4,-19,0,,,
5,-19,0,,,
6,-19,0,,,
7,-19,0,,,
8,-19,0,,,
9,-19,0,,,
10,-19,0,,,
11,-19,0,,,
12,-19,0,,,
13,-19,0,,,
14,-19,0,,,
15,-19,0,,,
16,-19,0,,,
17,-19,0,,,
18,-19,0,,,
19,-19,0,,,
20,-19,0,,,
21,-19,0,,,
22,-19,0,,,
23,-19,0,,,
24,-19,0,,,
25,-19,0,,,
-25,-18,0,10.6108,10.632,0.012054
-24,-18,0,10.6475,10.7732,0.0401557
-23,-18,0,10.6459,11.0183,0.0754678
-22,-18,0,10.6435,11.4398,0.10508
-21,-18,0,10.9777,12.3876,-0.0242746
-20,-18,0,10.2868,9.44005,-0.46443
-19,-18,0,7.58945,4.84002,0.63489
-18,-18,0,4.54131,0.0777577,-0.194981
-17,-18,0,4.16145,-0.177439,-0.263455
-16,-18,0,2.69631,0.0464152,0.0331517
-15,-18,0,1.96338,-0.227566,-0.187879
-14,-18,0,,,
-13,-18,0,,,
-12,-18,0,-0.582639,-0.885866,-0.4323
-11,-18,0,2.15507,-0.922651,-3.67908
-10,-18,0,1.83602,1.46324,-1.17974
-9,-18,0,2.94979,-0.234786,-0.0921502
-8,-18,0,1.39325,0.858133,0.175609
-7,-18,0,0.491754,0.44255,-0.0645518
-6,-18,0,,,
-5,-18,0,,,
-4,-18,0,,,
-3,-18,0,,,
-2,-18,0,,,
-1,-18,0,,,
0,-18,0,,,
1,-18,0,,,
2,-18,0,,,
3,-18,0,,,
4,-18,0,,,
5,-18,0,,,
6,-18,0,,,
7,-18,0,,,
8,-18,0,,,
9,-18,0,,,
10,-18,0,,,
11,-18,0,,,
12,-18,0,,,
13,-18,0,,,
14,-18,0,,,
15,-18,0,,,
16,-18,0,,,
17,-18,0,,,
18,-18,0,,,
19,-18,0,,,
20,-18,0,,,
21,-18,0,,,
22,-18,0,,,
23,-18,0,,,
24,-18,0,,,
25,-18,0,,,
-25,-17,0,10.61,10.604,0.00909023
-24,-17,0,10.6767,10.6557,0.0241514
-23,-17,0,10.8152,10.8025,0.0381863
-22,-17,0,11.0573,11.0356,0.0441487
-21,-17,0,11.4164,11.2118,-0.0324311
-20,-17,0,11.7863,10.5202,-0.0992171
-19,-17,0,10.4027,7.1693,-0.862611
-18,-17,0,9.21119,3.39479,-1.5621
-17,-17,0,7.85148,1.5254,-0.874843
-16,-17,0,6.65568,0.541168,-0.377037
-15,-17,0,7.34276,1.15842,-0.0313949
-14,-17,0,5.67464,0.995483,0.00469662
-13,-17,0,1.97046,0.509482,-0.221226
-12,-17,0,-0.105114,-0.852191,-0.1514
-11,-17,0,0.816901,-1.28092,0.110269
-10,-17,0,2.48248,-1.34434,0.0162463
-9,-17,0,2.65355,0.116826,0.804165
-8,-17,0,2.16163,-0.0877821,0.575313
-7,-17,0,0.45247,-0.128301,0.154038
-6,-17,0,,,
-5,-17,0,,,
-4,-17,0,,,
-3,-17,0,,,
-2,-17,0,,,
-1,-17,0,,,
0,-17,0,,,
1,-17,0,,,
2,-17,0,,,
3,-17,0,,,
4,-17,0,,,
5,-17,0,,,
6,-17,0,,,
7,-17,0,,,
8,-17,0,,,
9,-17,0,,,
10,-17,0,,,
11,-17,0,,,
12,-17,0,,,
13,-17,0,,,
14,-17,0,,,
15,-17,0,,,
16,-17,0,,,
17,-17,0,,,
18,-17,0,,,
19,-17,0,,,
20,-17,0,,,
21,-17,0,,,
22,-17,0,,,
23,-17,0,,,
24,-17,0,,,
25,-17,0,,,
-25,-16,0,10.6103,10.5791,0.00925165
-24,-16,0,10.6747,10.529,0.0134388
-23,-16,0,10.8312,10.5587,0.0174691
-22,-16,0,11.0936,10.6455,0.015403
-21,-16,0,11.4474,10.6968,-0.0139969
-20,-16,0,11.946,10.574,-0.0859573
-19,-16,0,11.9297,9.86377,-0.173415
-18,-16,0,11.0677,6.4406,-1.23835
-17,-16,0,10.6309,4.64525,-1.16827
-16,-16,0,9.32022,2.85166,-0.802489
-15,-16,0,7.76378,1.49097,-0.452122
-14,-16,0,6.67813,1.03381,-0.117529
-13,-16,0,6.59697,2.53555,0.407049
-12,-16,0,4.75853,1.68664,0.00452014
-11,-16,0,1.60178,-0.165957,-0.141582
-10,-16,0,3.19826,-0.585941,-1.30742
-9,-16,0,4.12889,-0.512477,-0.104416
-8,-16,0,3.23483,-0.0139805,0.41623
-7,-16,0,1.76326,-0.305604,0.302254
-6,-16,0,,,
-5,-16,0,,,
-4,-16,0,,,
-3,-16,0,,,
-2,-16,0,,,
-1,-16,0,,,
0,-16,0,,,
1,-16,0,,,
2,-16,0,,,
3,-16,0,,,
4,-16,0,,,
5,-16,0,,,
6,-16,0,,,
7,-16,0,,,
8,-16,0,,,
9,-16,0,,,
10,-16,0,,,
11,-16,0,,,
12,-16,0,,,
13,-16,0,,,
14,-16,0,,,
15,-16,0,,,
16,-16,0,,,
17,-16,0,,,
18,-16,0,,,
19,-16,0,,,
20,-16,0,,,
21,-16,0,,,
22,-16,0,,,
23,-16,0,,,
24,-16,0,,,
25,-16,0,,,
-25,-15,0,10.6093,10.5604,0.010459
-24,-15,0,10.6636,10.4283,0.00873829
-23,-15,0,10.7976,10.3572,0.0079789
-22,-15,0,11.0283,10.3388,0.00439316
-21,-15,0,11.3634,10.3407,-0.00872989
-20,-15,0,11.7494,10.2893,-0.0484815
-19,-15,0,12.0945,10.0547,-0.0795005
-18,-15,0,12.1742,8.65734,-0.481301
-17,-15,0,12.0903,7.19273,-0.813373
-16,-15,0,11.6723,5.57022,-0.824831
-15,-15,0,10.7088,3.99684,-0.62435
-14,-15,0,9.44004,2.58195,-0.392312
-13,-15,0,8.22908,1.81769,-0.104687
-12,-15,0,7.12528,1.83092,0.0786832
-11,-15,0,4.61217,2.03017,0.36821
-10,-15,0,3.97742,1.24406,-0.465654
-9,-15,0,4.65385,-0.0687175,-0.486954
-8,-15,0,4.39157,0.540057,0.0455675
-7,-15,0,4.5852,1.57975,0.430954
-6,-15,0,2.80426,0.972794,-0.218883
-5,-15,0,0.313333,-0.700672,0.524709
-4,-15,0,,,
-3,-15,0,,,
-2,-15,0,,,
-1,-15,0,,,
0,-15,0,,,
1,-15,0,,,
2,-15,0,,,
3,-15,0,,,
4,-15,0,,,
5,-15,0,,,
6,-15,0,,,
7,-15,0,,,
8,-15,0,,,
9,-15,0,,,
10,-15,0,,,
11,-15,0,,,
12,-15,0,,,
13,-15,0,,,
14,-15,0,,,
15,-15,0,,,
16,-15,0,,,
17,-15,0,,,
18,-15,0,,,
19,-15,0,,,
20,-15,0,,,
21,-15,0,,,
22,-15,0,,,
23,-15,0,,,
24,-15,0,,,
25,-15,0,,,
-25,-14,0,10.6088,10.547,0.0107669
-24,-14,0,10.6542,10.3482,0.00794463
-23,-14,0,10.7642,10.2004,0.00557473
-22,-14,0,10.9531,10.0986,0.00169407
-21,-14,0,11.2305,10.0319,-0.00634788
-20,-14,0,11.5895,9.98165,-0.021812
-19,-14,0,11.9982,9.88188,-0.0551947
-18,-14,0,12.5585,9.24008,-0.134862
-17,-14,0,12.7331,8.57005,-0.327349
-16,-14,0,12.7796,7.55337,-0.539915
-15,-14,0,12.5007,6.24953,-0.59493
-14,-14,0,11.7527,4.93034,-0.497069
-13,-14,0,10.651,3.66876,-0.347133
-12,-14,0,9.49187,2.72798,-0.185987
-11,-14,0,8.31386,2.78537,0.0322296
-10,-14,0,6.98045,3.30984,0.243533
-9,-14,0,5.42436,1.93995,-0.18615
-8,-14,0,4.57545,0.975285,-0.247222
-7,-14,0,4.41919,0.886321,-0.0576907
-6,-14,0,4.00085,0.863675,0.0619669
-5,-14,0,2.68015,1.25377,0.123872
-4,-14,0,2.64812,0.634981,-0.165648
-3,-14,0,2.23328,0.506996,-0.0521951
-2,-14,0,1.5888,-0.304846,0.0583934
-1,-14,0,1.17061,0.0761551,0.0407672
0,-14,0,0.345551,0.169339,0.0403958
1,-14,0,,,
2,-14,0,,,
3,-14,0,,,
4,-14,0,,,
5,-14,0,,,
6,-14,0,,,
7,-14,0,,,
8,-14,0,,,
9,-14,0,,,
10,-14,0,,,
11,-14,0,,,
12,-14,0,,,
13,-14,0,,,
14,-14,0,,,
15,-14,0,,,
16,-14,0,,,
17,-14,0,,,
18,-14,0,,,
19,-14,0,,,
20,-14,0,,,
21,-14,0,,,
22,-14,0,,,
23,-14,0,,,
24,-14,0,,,
25,-14,0,,,
-25,-13,0,10.6087,10.5355,0.0110472
-24,-13,0,10.6477,10.2826,0.00841334
-23,-13,0,10.7395,10.0747,0.00582668
-22,-13,0,10.8946,9.90635,0.00251503
-21,-13,0,11.1216,9.77382,-0.00351427
-20,-13,0,11.4251,9.66745,-0.0126946
-19,-13,0,11.8032,9.58631,-0.0308276
-18,-13,0,12.6116,9.22315,-0.0793294
-17,-13,0,12.8851,8.82559,-0.101996
-16,-13,0,13.1027,8.29547,-0.186374
-15,-13,0,13.2298,7.57399,-0.338546
-14,-13,0,13.1244,6.67763,-0.409804
-13,-13,0,12.6543,5.65796,-0.366523
-12,-13,0,11.7597,4.66431,-0.258879
-11,-13,0,10.5574,3.75871,-0.229381
-10,-13,0,9.73913,3.53698,-0.116829
-9,-13,0,8.02857,3.35838,0.257306
-8,-13,0,7.41158,3.04694,0.239624
-7,-13,0,5.41412,1.81167,0.0656196
-6,-13,0,4.46747,1.3142,-0.00138024
-5,-13,0,4.09522,1.30068,0.052231
-4,-13,0,3.294,0.924292,-0.0342055
-3,-13,0,3.09584,0.820605,-0.0213294
-2,-13,0,2.72864,0.587479,-0.0257286
-1,-13,0,1.75122,0.490754,-0.00170617
0,-13,0,0.982924,0.799304,0.0246414
1,-13,0,1.85898,0.274098,-0.0477452
2,-13,0,0.431524,0.26883,-0.565144
3,-13,0,,,
4,-13,0,,,
5,-13,0,,,
6,-13,0,,,
7,-13,0,,,
8,-13,0,,,
9,-13,0,,,
10,-13,0,,,
11,-13,0,,,
12,-13,0,,,
13,-13,0,,,
14,-13,0,,,
15,-13,0,,,
16,-13,0,,,
17,-13,0,,,
18,-13,0,,,
19,-13,0,,,
20,-13,0,,,
21,-13,0,,,
22,-13,0,,,
23,-13,0,,,
24,-13,0,,,
25,-13,0,,,
-25,-12,0,10.6087,10.5249,0.0111401
-24,-12,0,10.6439,10.2266,0.00914234
-23,-12,0,10.723,9.9681,0.00677743
-22,-12,0,10.8549,9.74643,0.00442834
-21,-12,0,11.0442,9.55821,4.05052e-05
-20,-12,0,11.297,9.39898,-0.00686912
-19,-12,0,11.6188,9.26914,-0.0155434
-18,-12,0,12.4648,8.99615,-0.0655079
-17,-12,0,12.8651,8.75511,-0.0784852
-16,-12,0,13.1622,8.38648,-0.0860373
-15,-12,0,13.3868,7.93066,-0.107763
-14,-12,0,13.5384,7.40592,-0.174845
-13,-12,0,13.5616,6.78274,-0.245838
-12,-12,0,13.3422,6.1162,-0.238731
-11,-12,0,12.8227,5.41122,-0.190307
-10,-12,0,12.0189,4.67014,-0.189052
-9,-12,0,10.2896,3.69549,-0.011168
-8,-12,0,9.9238,3.57787,0.0796253
-7,-12,0,8.69698,3.18071,0.242597
-6,-12,0,7.59771,2.77235,0.257581
-5,-12,0,6.26392,2.20861,0.2212
-4,-12,0,5.0712,1.66636,0.140258
-3,-12,0,4.14509,1.29411,0.0713023
-2,-12,0,3.66267,1.11092,0.027651
-1,-12,0,3.03621,0.968177,0.00242714
0,-12,0,2.86618,0.878271,-0.0102869
1,-12,0,2.22693,0.916609,-0.0193281
2,-12,0,3.27451,2.22447,0.388899
3,-12,0,1.41006,0.473428,-0.917412
4,-12,0,-0.426773,0.115079,-0.0961306
5,-12,0,0.0541688,0.125147,-0.711723
6,-12,0,,,
7,-12,0,,,
8,-12,0,,,
9,-12,0,,,
10,-12,0,,,
11,-12,0,,,
12,-12,0,,,
13,-12,0,,,
14,-12,0,,,
15,-12,0,,,
16,-12,0,,,
17,-12,0,,,
18,-12,0,,,
19,-12,0,,,
20,-12,0,,,
21,-12,0,,,
22,-12,0,,,
23,-12,0,,,
24,-12,0,,,
25,-12,0,,,
-25,-11,0,10.6088,10.5149,0.0110987
-24,-11,0,10.6421,10.1755,0.00991475
-23,-11,0,10.7131,9.87328,0.00805458
-22,-11,0,10.8298,9.60664,0.00631817
-21,-11,0,10.994,9.37179,0.00365769
-20,-11,0,11.2096,9.16531,-0.00102223
-19,-11,0,11.4816,8.98493,-0.00734059
-18,-11,0,12.2107,8.68535,-0.0361965
-17,-11,0,12.6711,8.51039,-0.0650331
-16,-11,0,13.0796,8.27327,-0.0777723
-15,-11,0,13.3927,7.94457,-0.0781412
-14,-11,0,13.6275,7.54587,-0.0742764
-13,-11,0,13.7923,7.11942,-0.0842054
-12,-11,0,13.8786,6.67016,-0.111086
-11,-11,0,13.8565,6.19934,-0.124421
-10,-11,0,13.6523,5.73447,-0.107514
-9,-11,0,12.5804,4.57041,-0.0754081
-8,-11,0,12.1781,4.26793,-0.0616456
-7,-11,0,10.882,3.54669,0.0523014
-6,-11,0,10.0575,3.20116,0.154776
-5,-11,0,9.20953,2.87418,0.230839
-4,-11,0,8.31219,2.54737,0.260551
-3,-11,0,7.37762,2.17194,0.258376
-2,-11,0,6.47465,1.73667,0.230501
-1,-11,0,5.23192,1.19533,0.19198
0,-11,0,4.73182,1.28338,0.119207
1,-11,0,4.29771,1.506,0.063469
2,-11,0,3.92791,2.05459,0.213178
3,-11,0,4.4895,2.94858,0.171871
4,-11,0,-0.450407,0.235385,-0.0406658
5,-11,0,0.38051,0.21606,-0.724808
6,-11,0,-0.906013,-0.130149,-0.0403735
7,-11,0,0.0830886,-0.806604,-0.0174394
8,-11,0,,,
9,-11,0,,,
10,-11,0,,,
11,-11,0,,,
12,-11,0,,,
13,-11,0,,,
14,-11,0,,,
15,-11,0,,,
16,-11,0,,,
17,-11,0,,,
18,-11,0,,,
19,-11,0,,,
20,-11,0,,,
21,-11,0,,,
22,-11,0,,,
23,-11,0,,,
24,-11,0,,,
25,-11,0,,,
-25,-10,0,10.609,10.4949,0.0102714
-24,-10,0,10.6426,10.0767,0.0115093
-23,-10,0,10.7091,9.69741,0.0106525
-22,-10,0,10.8118,9.35347,0.0102347
-21,-10,0,10.9504,9.04241,0.00922472
-20,-10,0,11.1269,8.76319,0.00724486
-19,-10,0,11.3398,8.50651,0.00474547
-18,-10,0,11.8788,8.07033,-0.0038928
-17,-10,0,12.2069,7.8835,-0.0112079
-16,-10,0,12.578,7.70652,-0.0285254
-15,-10,0,12.9979,7.52706,-0.0533851
-14,-10,0,13.3975,7.32026,-0.0681742
-13,-10,0,13.735,7.07422,-0.0704594
-12,-10,0,14.0001,6.78414,-0.0631251
-11,-10,0,14.1349,6.42035,-0.0459464
-10,-10,0,14.1956,6.04263,-0.0429105
-9,-10,0,14.0153,5.24485,-0.00842759
-8,-10,0,13.8684,5.03502,0.00248186
-7,-10,0,13.1328,4.32575,0.035849
-6,-10,0,12.4322,3.77801,0.0723414
-5,-10,0,11.6417,3.2539,0.142579
-4,-10,0,10.8644,2.76067,0.216929
-3,-10,0,10.1697,2.25559,0.290975
-2,-10,0,9.65127,1.70285,0.366089
-1,-10,0,9.53628,1.00952,0.484901
0,-10,0,9.08476,1.54063,0.338465
1,-10,0,8.23735,1.88845,0.221326
2,-10,0,7.52298,2.23816,0.212025
3,-10,0,7.08804,2.73055,0.246404
4,-10,0,5.9344,1.67175,0.228935
5,-10,0,2.92453,0.814726,0.191711
6,-10,0,0.513855,0.0839822,0.214555
7,-10,0,4.13349,1.67605,0.149931
8,-10,0,1.14471,0.673186,-0.610374
9,-10,0,,,
10,-10,0,,,
11,-10,0,,,
12,-10,0,,,
13,-10,0,,,
14,-10,0,,,
15,-10,0,,,
16,-10,0,,,
17,-10,0,-0.880899,-0.215362,0.131706
18,-10,0,-0.915949,0.00289433,-0.486685
19,-10,0,0.286246,0.218488,-0.717793
20,-10,0,,,
21,-10,0,,,
22,-10,0,,,
23,-10,0,,,
24,-10,0,,,
25,-10,0,,,
-25,-9,0,10.6092,10.4839,0.00967413
-24,-9,0,10.6442,10.0244,0.012498
-23,-9,0,10.713,9.6071,0.0120119
-22,-9,0,10.8172,9.22824,0.0120361
-21,-9,0,10.9537,8.88444,0.0116654
-20,-9,0,11.122,8.57338,0.0105187
-19,-9,0,11.3229,8.29105,0.00862004
-18,-9,0,11.8097,7.79894,0.00343835
-17,-9,0,12.0988,7.59273,-0.00117883
-16,-9,0,12.4141,7.4022,-0.00711336
-15,-9,0,12.759,7.22517,-0.0194236
-14,-9,0,13.1396,7.05265,-0.0406273
-13,-9,0,13.5151,6.86562,-0.0571365
-12,-9,0,13.8479,6.65457,-0.0634559
-11,-9,0,14.1193,6.41044,-0.0619874
-10,-9,0,14.3216,6.13363,-0.0515842
-9,-9,0,14.4791,5.64058,-0.0155215
-8,-9,0,14.5268,5.34269,-0.00338538
-7,-9,0,14.3947,4.78313,0.0492878
-6,-9,0,14.1715,4.31348,0.113488
-5,-9,0,13.827,3.67491,0.222693
-4,-9,0,13.3792,2.76596,0.409816
-3,-9,0,12.7834,1.56643,0.70778
-2,-9,0,11.788,-0.445894,1.14398
-1,-9,0,12.129,-5.37843,0.58899
0,-9,0,11.3531,-2.00096,0.257257
1,-9,0,9.44917,-0.766453,-0.15566
2,-9,0,9.80476,0.374633,0.059001
3,-9,0,10.2039,0.548187,0.0233016
4,-9,0,10.2311,0.690283,0.00398734
5,-9,0,10.2269,0.550626,-0.0319223
6,-9,0,2.28408,0.886181,0.0602828
7,-9,0,4.73235,3.07756,0.0837605
8,-9,0,3.86188,3.71667,-0.205734
9,-9,0,2.76171,2.56082,0.125605
10,-9,0,,,
11,-9,0,,,
12,-9,0,,,
13,-9,0,,,
14,-9,0,,,
15,-9,0,,,
16,-9,0,,,
17,-9,0,-0.850095,0.137502,0.112856
18,-9,0,-1.39868,0.483046,-0.205827
19,-9,0,-0.797819,0.803246,-0.527922
20,-9,0,,,
21,-9,0,,,
22,-9,0,,,
23,-9,0,,,
24,-9,0,,,
25,-9,0,,,
-25,-8,0,10.6092,10.4718,0.00979853
-24,-8,0,10.6465,9.96783,0.0135766
-23,-8,0,10.7198,9.51035,0.0135615
-22,-8,0,10.8292,9.09585,0.0140167
